index,danceability,energy,key,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,artist_name,release_date,song_name,song_name_formatted
944,0.805,0.66,4,0.0582,0.0367,6.4e-05,0.215,0.617,114.954,161946,4,BLACKPINK,2020-10-02,Crazy Over You,crazy-over-you
945,0.689,0.656,8,0.143,0.0365,0.0,0.136,0.623,162.269,169798,4,BLACKPINK,2020-10-02,Love To Hate Me,love-to-hate-me
946,0.527,0.462,5,0.0494,0.227,0.0,0.164,0.334,144.573,229202,4,BLACKPINK,2020-10-02,You Never Know,you-never-know
947,0.813,0.787,11,0.0777,0.0452,0.000107,0.0506,0.326,130.018,180956,4,BLACKPINK,2020-10-02,How You Like That,how-you-like-that
948,0.791,0.733,9,0.35,0.0305,0.000169,0.0423,0.913,159.974,175813,4,BLACKPINK,2020-10-02,Ice Cream (with Selena Gomez),ice-cream-selena
949,0.699,0.588,9,0.0402,0.00807,0.000131,0.107,0.35,151.971,199122,4,BLACKPINK,2020-10-02,Pretty Savage,pretty-savage
950,0.541,0.688,7,0.198,0.00479,0.0,0.0733,0.649,109.843,159168,4,BLACKPINK,2020-10-02,Bet You Wanna (Feat. Cardi B),bet-you-wanna
951,0.658,0.732,6,0.0654,0.00513,0.0,0.13,0.409,127.995,192765,4,BLACKPINK,2020-10-02,Lovesick Girls,lovesick-girls
952,0.805,0.66,4,0.0582,0.0367,6.4e-05,0.215,0.617,114.954,161946,4,BLACKPINK,2020-10-02,Crazy Over You,crazy-over-you
953,0.689,0.656,8,0.143,0.0365,0.0,0.136,0.623,162.269,169798,4,BLACKPINK,2020-10-02,Love To Hate Me,love-to-hate-me
954,0.527,0.462,5,0.0494,0.227,0.0,0.164,0.334,144.573,229202,4,BLACKPINK,2020-10-02,You Never Know,you-never-know
955,0.579,0.937,4,0.119,0.0496,1.64e-06,0.356,0.422,139.943,207013,4,BLACKPINK,2020-05-14,DDU-DU DDU-DU - JP Ver./ BLACKPINK 2019-2020 WORLD TOUR IN YOUR AREA -TOKYO DOME-,jp-world-tour-in-your-area
956,0.358,0.931,4,0.211,0.0955,0.0,0.388,0.479,114.654,255147,4,BLACKPINK,2020-05-14,FOREVER YOUNG - JP Ver./ BLACKPINK 2019-2020 WORLD TOUR IN YOUR AREA -TOKYO DOME-,forever-young-jp-world-tour-in-your-area
957,0.563,0.732,1,0.0412,0.29,0.0,0.394,0.514,88.005,224493,4,BLACKPINK,2020-05-14,STAY - Remix / JP Ver./ BLACKPINK 2019-2020 WORLD TOUR IN YOUR AREA -TOKYO DOME-,stay-remix-jp-world-tour-in-your-area
958,0.697,0.873,6,0.081,0.0127,0.0,0.535,0.611,103.02,214987,4,BLACKPINK,2020-05-14,WHISTLE - JP Ver./ BLACKPINK 2019-2020 WORLD TOUR IN YOUR AREA -TOKYO DOME-,whistle-jp-world-tour-in-your-area
959,0.62,0.898,2,0.287,0.218,5.27e-05,0.113,0.409,132.03,204000,4,BLACKPINK,2020-05-14,Kill This Love - JP Ver./ BLACKPINK 2019-2020 WORLD TOUR IN YOUR AREA -TOKYO DOME-,kill-this-love-jp-world-tour-in-your-area
960,0.59,0.76,6,0.0932,0.0484,0.0,0.927,0.383,129.917,203267,4,BLACKPINK,2020-05-14,Don’t Know What To Do - JP Ver./ BLACKPINK 2019-2020 WORLD TOUR IN YOUR AREA -TOKYO DOME-,know-what-to-do-jp-world-tour-in-your-area
961,0.584,0.955,10,0.0691,0.0767,0.0,0.555,0.793,142.073,206720,4,BLACKPINK,2020-05-14,REALLY - JP Ver./ BLACKPINK 2019-2020 WORLD TOUR IN YOUR AREA -TOKYO DOME-,really-jp-world-tour-in-your-area
962,0.685,0.93,9,0.0839,0.0614,0.0,0.304,0.624,106.976,195987,4,BLACKPINK,2020-05-14,SEE U LATER - JP Ver./ BLACKPINK 2019-2020 WORLD TOUR IN YOUR AREA -TOKYO DOME-,see-u-later-jp-world-tour-in-your-area
963,0.611,0.871,4,0.0538,0.113,0.0,0.64,0.645,97.0,197573,4,BLACKPINK,2020-05-14,PLAYING WITH FIRE - JP Ver./ BLACKPINK 2019-2020 WORLD TOUR IN YOUR AREA -TOKYO DOME-,playing-with-fire-jp-world-tour-in-your-area
964,0.648,0.819,1,0.0492,0.133,0.0,0.359,0.443,125.123,193920,4,BLACKPINK,2020-05-14,Kick It - JP Ver./ BLACKPINK 2019-2020 WORLD TOUR IN YOUR AREA -TOKYO DOME-,kick-it-jp-world-tour-in-your-area
965,0.611,0.906,5,0.117,0.0228,0.0,0.594,0.468,124.972,243693,4,BLACKPINK,2020-05-14,BOOMBAYAH - JP Ver./ BLACKPINK 2019-2020 WORLD TOUR IN YOUR AREA -TOKYO DOME-,jp-world-tour-in-your-area
966,0.597,0.943,8,0.137,0.153,0.0,0.328,0.586,125.044,223573,4,BLACKPINK,2020-05-14,AS IF IT’S YOUR LAST - JP Ver./ BLACKPINK 2019-2020 WORLD TOUR IN YOUR AREA -TOKYO DOME-,as-if-your-last-jp-world-tour-in-your-area
967,0.55,0.901,11,0.228,0.0184,5.07e-06,0.368,0.359,139.916,210268,4,BLACKPINK,2019-08-30,DDU-DU DDU-DU - Live,live
968,0.501,0.929,1,0.101,0.0675,0.0,0.476,0.371,109.612,257435,4,BLACKPINK,2019-08-30,Forever Young - Live,forever-young-live
969,0.564,0.776,1,0.0457,0.276,0.0,0.332,0.456,87.952,222961,4,BLACKPINK,2019-08-30,STAY (Remix Version) - Live,stay-live
970,0.714,0.813,1,0.0849,0.0319,0.0,0.68,0.511,103.019,218256,4,BLACKPINK,2019-08-30,WHISTLE - Live,whistle-live
971,0.331,0.6,4,0.051,0.469,0.0,0.473,0.208,139.78,190992,4,BLACKPINK,2019-08-30,YOU & I + ONLY LOOK AT ME - Live,you-i-only-look-at-me-live
972,0.593,0.682,3,0.287,0.0872,0.0,0.86,0.239,95.218,182868,4,BLACKPINK,2019-08-30,SOLO - Live,solo-live
973,0.635,0.908,1,0.117,0.132,0.0,0.435,0.77,141.99,210817,4,BLACKPINK,2019-08-30,Really (Reggae Version) - Live,really-live
974,0.71,0.914,11,0.1,0.00924,1.44e-05,0.358,0.494,107.024,303275,4,BLACKPINK,2019-08-30,See U Later - Live,see-u-later-live
975,0.607,0.77,11,0.0463,0.0476,0.0,0.69,0.462,97.083,199033,4,BLACKPINK,2019-08-30,PLAYING WITH FIRE - Live,playing-with-fire-live
976,0.613,0.863,10,0.0826,0.0786,0.0,0.342,0.409,124.922,247735,4,BLACKPINK,2019-08-30,BOOMBAYAH - Live,live
977,0.643,0.918,8,0.107,0.19,0.0,0.592,0.428,125.0,224629,4,BLACKPINK,2019-08-30,As If It's Your Last - Live,as-if-your-last-live
978,0.681,0.923,9,0.0935,0.14,0.0,0.409,0.532,112.952,194342,4,BLACKPINK,2019-08-30,WHISTLE (Remix Version) - Live,whistle-live
979,0.58,0.896,4,0.131,0.0413,0.0,0.449,0.379,139.973,207169,4,BLACKPINK,2019-08-30,DDU DDU-DU (Remix Version) - Live,live
980,0.342,0.39,1,0.0477,0.594,0.0,0.966,0.489,175.027,261940,4,BLACKPINK,2019-08-30,STAY - Live,stay-live
981,0.563,0.902,11,0.194,0.0184,5.2e-06,0.368,0.364,139.939,210268,4,BLACKPINK,2019-08-30,DDU-DU DDU-DU (Live),
982,0.505,0.929,1,0.0957,0.0681,0.0,0.476,0.373,110.005,257435,4,BLACKPINK,2019-08-30,Forever Young (Live),forever-young
983,0.564,0.776,1,0.0451,0.276,0.0,0.332,0.455,87.957,222961,4,BLACKPINK,2019-08-30,STAY (Remix Version) [Live],stay
984,0.712,0.813,1,0.0866,0.0304,0.0,0.679,0.51,103.03,218256,4,BLACKPINK,2019-08-30,WHISTLE (Live),whistle
985,0.33,0.599,4,0.0508,0.472,0.0,0.472,0.21,139.858,190992,4,BLACKPINK,2019-08-30,YOU & I + ONLY LOOK AT ME (Live),you-i-only-look-at-me
986,0.594,0.681,3,0.286,0.0887,0.0,0.86,0.239,95.217,182868,4,BLACKPINK,2019-08-30,SOLO (Live),solo
987,0.635,0.909,1,0.117,0.133,0.0,0.435,0.77,141.99,210817,4,BLACKPINK,2019-08-30,Really (Reggae Version) [Live],really
988,0.71,0.914,11,0.1,0.00924,1.53e-05,0.358,0.494,107.021,303275,4,BLACKPINK,2019-08-30,See U Later (Live),see-u-later
989,0.606,0.77,11,0.0463,0.0476,0.0,0.69,0.462,97.083,199033,4,BLACKPINK,2019-08-30,PLAYING WITH FIRE (Live),playing-with-fire
990,0.613,0.863,10,0.0827,0.0786,0.0,0.342,0.408,124.923,247735,4,BLACKPINK,2019-08-30,BOOMBAYAH (Live),
991,0.643,0.918,8,0.107,0.19,0.0,0.592,0.428,124.999,224629,4,BLACKPINK,2019-08-30,As If It's Your Last (Live),as-if-your-last
992,0.679,0.923,9,0.094,0.14,0.0,0.409,0.531,112.93,194342,4,BLACKPINK,2019-08-30,WHISTLE (Remix Version) [Live],whistle
993,0.58,0.894,4,0.133,0.0414,0.0,0.449,0.385,140.079,207169,4,BLACKPINK,2019-08-30,DDU-DU DDU-DU (Remix Version) [Live],
994,0.342,0.39,1,0.0477,0.594,0.0,0.966,0.489,174.997,261940,4,BLACKPINK,2019-08-30,STAY (Live),stay
995,0.571,0.849,11,0.143,0.0918,4.46e-06,0.936,0.39,139.937,227500,4,BLACKPINK,2019-03-13,"DDU-DU DDU-DU - BLACKPINK ARENA TOUR 2018 ""SPECIAL FINAL IN KYOCERA DOME OSAKA""",arena-tour-2018-final-in-dome
996,0.588,0.897,4,0.0821,0.0412,0.0,0.708,0.379,109.838,235500,4,BLACKPINK,2019-03-13,"FOREVER YOUNG - BLACKPINK ARENA TOUR 2018 ""SPECIAL FINAL IN KYOCERA DOME OSAKA""",forever-young-arena-tour-2018-final-in-dome
997,0.729,0.512,4,0.0527,0.655,0.0,0.695,0.663,102.935,213933,4,BLACKPINK,2019-03-13,"WHISTLE - Acoustic Ver. BLACKPINK ARENA TOUR 2018 ""SPECIAL FINAL IN KYOCERA DOME OSAKA""",whistle-acoustic-arena-tour-2018-final-in-dome
998,0.551,0.407,1,0.0306,0.245,0.0,0.298,0.507,88.099,235067,4,BLACKPINK,2019-03-13,"STAY - BLACKPINK ARENA TOUR 2018 ""SPECIAL FINAL IN KYOCERA DOME OSAKA""",stay-arena-tour-2018-final-in-dome
999,0.359,0.29,4,0.038,0.837,0.0,0.507,0.226,137.304,296033,4,BLACKPINK,2019-03-13,"LET IT BE〜 YOU&I〜 ONLY LOOK AT ME / ROSÉ - BLACKPINK ARENA TOUR 2018 ""SPECIAL FINAL IN KYOCERA DOME OSAKA""",let-it-only-look-at-me-arena-tour-2018-final-in-dome
1000,0.267,0.312,8,0.0314,0.456,0.0,0.31,0.327,142.572,339200,4,BLACKPINK,2019-03-13,"雪の華 / JISOO - LIVE BLACKPINK ARENA TOUR 2018 ""SPECIAL FINAL IN KYOCERA DOME OSAKA""",live-arena-tour-2018-final-in-dome
1001,0.649,0.637,3,0.263,0.0535,5.3e-06,0.95,0.365,95.009,170733,4,BLACKPINK,2019-03-13,"SOLO - BLACKPINK ARENA TOUR 2018 ""SPECIAL FINAL IN KYOCERA DOME OSAKA""",solo-arena-tour-2018-final-in-dome
1002,0.497,0.58,11,0.0648,0.127,0.0,0.671,0.622,106.953,232567,4,BLACKPINK,2019-03-13,"ラスト・クリスマス 〜 赤鼻のトナカイ - BLACKPINK ARENA TOUR 2018 ""SPECIAL FINAL IN KYOCERA DOME OSAKA""",arena-tour-2018-final-in-dome
1003,0.65,0.697,0,0.272,0.13,0.0,0.862,0.551,99.771,190500,4,BLACKPINK,2019-03-13,"Kiss and Make Up - BLACKPINK ARENA TOUR 2018 ""SPECIAL FINAL IN KYOCERA DOME OSAKA""",kiss-and-make-up-arena-tour-2018-final-in-dome
1004,0.783,0.809,1,0.221,0.0588,1e-05,0.515,0.814,140.025,144167,4,BLACKPINK,2019-03-13,"SO HOT - THEBLACKLABEL REMIX BLACKPINK ARENA TOUR 2018 ""SPECIAL FINAL IN KYOCERA DOME OSAKA""",so-hot-remix-arena-tour-2018-final-in-dome
1005,0.711,0.815,1,0.118,0.0229,0.0,0.803,0.804,141.973,197967,4,BLACKPINK,2019-03-13,"REALLY - BLACKPINK ARENA TOUR 2018 ""SPECIAL FINAL IN KYOCERA DOME OSAKA""",really-arena-tour-2018-final-in-dome
1006,0.737,0.871,9,0.125,0.0376,0.0,0.84,0.685,106.978,197800,4,BLACKPINK,2019-03-13,"SEE U LATER - BLACKPINK ARENA TOUR 2018 ""SPECIAL FINAL IN KYOCERA DOME OSAKA""",see-u-later-arena-tour-2018-final-in-dome
1007,0.682,0.835,5,0.0928,0.0677,0.0,0.797,0.421,125.056,244300,4,BLACKPINK,2019-03-13,"BOOMBAYAH - BLACKPINK ARENA TOUR 2018 ""SPECIAL FINAL IN KYOCERA DOME OSAKA""",arena-tour-2018-final-in-dome
1008,0.619,0.756,4,0.122,0.0231,0.0,0.842,0.593,96.97,198533,4,BLACKPINK,2019-03-13,"PLAYING WITH FIRE - BLACKPINK ARENA TOUR 2018 ""SPECIAL FINAL IN KYOCERA DOME OSAKA""",playing-with-fire-arena-tour-2018-final-in-dome
1009,0.626,0.833,8,0.0778,0.0475,0.0,0.574,0.516,125.027,222533,4,BLACKPINK,2019-03-13,"AS IF IT’S YOUR LAST - BLACKPINK ARENA TOUR 2018 ""SPECIAL FINAL IN KYOCERA DOME OSAKA""",as-if-your-last-arena-tour-2018-final-in-dome
1010,0.748,0.868,5,0.0533,0.0225,4.85e-06,0.367,0.513,124.952,240613,4,BLACKPINK,2018-12-05,BOOMBAYAH - Japanese Version,japanese-version
1011,0.823,0.718,6,0.0511,0.00235,0.0,0.0976,0.588,102.956,211373,4,BLACKPINK,2018-12-05,WHISTLE - Japanese Version,whistle-japanese-version
1012,0.664,0.764,4,0.0661,0.0243,0.0,0.163,0.656,97.029,195987,4,BLACKPINK,2018-12-05,PLAYING WITH FIRE - Japanese Version,playing-with-fire-japanese-version
1013,0.384,0.391,1,0.0385,0.578,0.0,0.196,0.399,175.818,230760,4,BLACKPINK,2018-12-05,STAY - Japanese Version,stay-japanese-version
1014,0.766,0.869,8,0.0716,0.127,0.0,0.068,0.527,125.067,212267,4,BLACKPINK,2018-12-05,AS IF IT’S YOUR LAST - Japanese Version,as-if-your-last-japanese-version
1015,0.703,0.845,11,0.0682,0.0296,0.0,0.213,0.428,139.936,209493,4,BLACKPINK,2018-12-05,DDU-DU DDU-DU - Japanese Version,japanese-version
1016,0.628,0.967,4,0.0569,0.0868,1.12e-06,0.0589,0.463,110.072,237147,4,BLACKPINK,2018-12-05,FOREVER YOUNG - Japanese Version,forever-young-japanese-version
1017,0.715,0.876,1,0.101,0.0255,0.0,0.281,0.948,142.034,197360,4,BLACKPINK,2018-12-05,REALLY - Japanese Version,really-japanese-version
1018,0.774,0.907,0,0.114,0.0322,0.0,0.508,0.659,107.005,199933,4,BLACKPINK,2018-12-05,SEE U LATER - Japanese Version,see-u-later-japanese-version
1019,0.798,0.697,0,0.0891,0.0202,0.0,0.259,0.745,90.031,186964,4,BLACKPINK,2022-08-19,Pink Venom,pink-venom
1020,0.794,0.719,0,0.0761,0.0119,0.0,0.276,0.69,90.016,186964,4,BLACKPINK,2022-08-19,Pink Venom,pink-venom
1021,0.794,0.719,0,0.0761,0.0119,0.0,0.276,0.69,90.016,186964,4,BLACKPINK,2022-08-19,Pink Venom,pink-venom
1022,0.72,0.573,9,0.0405,0.0119,2.29e-05,0.0889,0.283,151.989,199143,4,BLACKPINK,2021-08-03,Pretty Savage - JP Ver.,pretty-savage-jp
1023,0.535,0.434,5,0.0505,0.405,0.0,0.253,0.271,144.497,229236,4,BLACKPINK,2021-08-03,You Never Know - JP Ver.,you-never-know-jp
1024,0.818,0.761,11,0.097,0.0943,6.3e-06,0.0464,0.355,129.98,180969,4,BLACKPINK,2021-07-27,How You Like That - JP Ver.,how-you-like-that-jp
1025,0.654,0.718,6,0.0747,0.0114,5.35e-06,0.12,0.353,128.017,192760,4,BLACKPINK,2021-07-13,Lovesick Girls - JP Ver.,lovesick-girls-jp
1026,0.791,0.733,9,0.35,0.0305,0.000169,0.0423,0.913,159.974,175813,4,BLACKPINK,2020-08-28,Ice Cream (with Selena Gomez),ice-cream-selena
1027,0.79,0.729,9,0.334,0.0342,9.31e-05,0.0411,0.904,159.989,175813,4,BLACKPINK,2020-08-28,Ice Cream (with Selena Gomez),ice-cream-selena
1028,0.828,0.782,11,0.0918,0.0694,3.41e-05,0.0551,0.351,130.013,181307,4,BLACKPINK,2020-06-26,How You Like That,how-you-like-that
1029,0.828,0.782,11,0.0918,0.0694,3.41e-05,0.0544,0.351,130.013,181264,4,BLACKPINK,2020-06-25,How You Like That,how-you-like-that
1030,0.752,0.87,9,0.0623,0.0604,1.12e-05,0.489,0.784,120.006,157707,4,BLACKPINK,2020-05-28,Sour Candy (with BLACKPINK),sour-candy
1031,0.661,0.876,11,0.0662,0.0223,0.000167,0.07,0.619,144.981,201225,4,BLACKPINK,2019-10-16,DDU-DU DDU-DU - Remix JP Ver.,remix-jp
1032,0.753,0.846,7,0.261,0.344,0.002,0.419,0.542,131.924,189493,4,BLACKPINK,2019-10-16,KILL THIS LOVE - JP Ver.,kill-this-love-jp
1033,0.662,0.614,6,0.0396,0.0658,0.0,0.1,0.413,129.94,200787,4,BLACKPINK,2019-10-16,DON'T KNOW WHAT TO DO - JP Ver.,know-what-to-do-jp
1034,0.792,0.705,1,0.0492,0.0145,0.0,0.0462,0.493,124.889,191227,4,BLACKPINK,2019-10-16,KICK IT - JP Ver.,kick-it-jp
1035,0.584,0.342,4,0.0276,0.563,0.0,0.128,0.199,109.557,191027,4,BLACKPINK,2019-10-16,HOPE NOT - JP Ver.,hope-not-jp
1036,0.649,0.872,11,0.0624,0.0256,0.000275,0.0692,0.619,144.94,201627,4,BLACKPINK,2019-10-16,DDU-DU DDU-DU - Remix -JP Ver.-,remix
1037,0.763,0.835,2,0.191,0.323,0.00221,0.225,0.645,131.875,191050,4,BLACKPINK,2019-04-05,Kill This Love,kill-this-love
1038,0.628,0.64,6,0.0491,0.0992,0.0,0.138,0.409,129.815,201081,4,BLACKPINK,2019-04-05,Don't Know What To Do,know-what-to-do
1039,0.765,0.787,1,0.0445,0.0156,0.0,0.0736,0.381,124.949,191226,4,BLACKPINK,2019-04-05,Kick It,kick-it
1040,0.556,0.423,4,0.0274,0.441,0.0,0.0867,0.179,110.086,191030,4,BLACKPINK,2019-04-05,Hope Not,hope-not
1041,0.68,0.906,11,0.0734,0.0341,7.83e-05,0.077,0.68,145.05,201225,4,BLACKPINK,2019-04-05,DDU-DU DDU-DU - Remix,remix
1042,0.738,0.861,2,0.237,0.318,0.00182,0.325,0.58,131.98,189040,4,BLACKPINK,2019-04-05,Kill This Love,kill-this-love
1043,0.628,0.638,6,0.0524,0.101,0.0,0.154,0.371,129.827,201093,4,BLACKPINK,2019-04-05,Don't Know What To Do,know-what-to-do
1044,0.767,0.791,1,0.0474,0.0152,0.0,0.0765,0.395,124.897,191213,4,BLACKPINK,2019-04-05,Kick It,kick-it
1045,0.543,0.442,4,0.0267,0.449,0.0,0.0925,0.177,109.584,191040,4,BLACKPINK,2019-04-05,Hope Not,hope-not
1046,0.677,0.908,11,0.066,0.0363,9.69e-05,0.0739,0.714,145.047,201240,4,BLACKPINK,2019-04-05,DDU-DU DDU-DU - Remix,remix
1047,0.738,0.861,2,0.237,0.318,0.00182,0.325,0.58,131.98,189052,4,BLACKPINK,2019-04-05,Kill This Love,kill-this-love
1048,0.628,0.64,6,0.0491,0.0992,0.0,0.138,0.409,129.815,201081,4,BLACKPINK,2019-04-05,Don't Know What To Do,know-what-to-do
1049,0.765,0.787,1,0.0445,0.0156,0.0,0.0736,0.381,124.949,191226,4,BLACKPINK,2019-04-05,Kick It,kick-it
1050,0.556,0.423,4,0.0274,0.441,0.0,0.0867,0.179,110.086,191030,4,BLACKPINK,2019-04-05,Hope Not,hope-not
1051,0.68,0.906,11,0.0734,0.0341,7.83e-05,0.077,0.68,145.05,201225,4,BLACKPINK,2019-04-05,DDU-DU DDU-DU (Remix),
1052,0.738,0.861,2,0.237,0.32,0.00175,0.325,0.58,131.974,189052,4,BLACKPINK,2019-04-04,Kill This Love,kill-this-love
1053,0.628,0.64,6,0.049,0.0992,0.0,0.138,0.409,129.815,201081,4,BLACKPINK,2019-04-04,Don't Know What To Do,know-what-to-do
1054,0.764,0.787,1,0.0445,0.0153,0.0,0.0736,0.381,124.949,191226,4,BLACKPINK,2019-04-04,Kick It,kick-it
1055,0.561,0.422,4,0.0267,0.444,0.0,0.0867,0.182,110.037,191030,4,BLACKPINK,2019-04-04,Hope Not,hope-not
1056,0.68,0.906,11,0.0734,0.0336,7.75e-05,0.077,0.68,145.041,201225,4,BLACKPINK,2019-04-04,DDU-DU DDU-DU - Remix,remix
1057,0.678,0.729,8,0.137,0.0658,0.0,0.303,0.643,99.895,189173,4,BLACKPINK,2018-10-24,Kiss And Make Up,kiss-and-make-up
1058,0.703,0.831,11,0.0616,0.0319,0.0,0.205,0.461,139.927,209355,4,BLACKPINK,2018-08-22,DDU-DU DDU-DU,
1059,0.668,0.828,4,0.0739,0.036,0.0,0.0932,0.393,140.042,211350,4,BLACKPINK,2018-06-15,DDU-DU DDU-DU,
1060,0.605,0.949,4,0.0886,0.0414,0.0,0.0746,0.506,110.01,239100,4,BLACKPINK,2018-06-15,Forever Young,forever-young
1061,0.696,0.881,1,0.104,0.0235,0.0,0.277,0.947,142.019,197789,4,BLACKPINK,2018-06-15,Really,really
1062,0.74,0.926,9,0.112,0.0376,0.0,0.582,0.571,106.987,198867,4,BLACKPINK,2018-06-15,See U Later,see-u-later
1063,0.665,0.86,4,0.0761,0.0322,0.0,0.281,0.372,139.973,209355,4,BLACKPINK,2018-06-15,DDU-DU DDU-DU - KR Ver.,kr
1064,0.615,0.96,4,0.09,0.0419,0.0,0.0925,0.504,110.058,237077,4,BLACKPINK,2018-06-15,FOREVER YOUNG - KR Ver.,forever-young-kr
1065,0.695,0.882,1,0.104,0.0234,0.0,0.315,0.947,142.025,197789,4,BLACKPINK,2018-06-15,REALLY - KR Ver.,really-kr
1066,0.744,0.927,9,0.107,0.0399,0.0,0.579,0.559,106.981,198867,4,BLACKPINK,2018-06-15,SEE U LATER - KR Ver.,see-u-later-kr
1067,0.671,0.859,4,0.0833,0.0313,0.0,0.267,0.39,139.931,209355,4,BLACKPINK,2018-06-15,DDU-DU DDU-DU,
1068,0.592,0.961,4,0.096,0.0423,0.0,0.0882,0.508,109.826,237077,4,BLACKPINK,2018-06-15,Forever Young,forever-young
1069,0.696,0.881,1,0.104,0.0235,0.0,0.277,0.947,142.019,197789,4,BLACKPINK,2018-06-15,Really,really
1070,0.74,0.926,9,0.112,0.0376,0.0,0.582,0.571,106.987,198867,4,BLACKPINK,2018-06-15,See U Later,see-u-later
1071,0.751,0.867,5,0.0541,0.0279,3.4e-06,0.205,0.521,124.973,241640,4,BLACKPINK,2018-03-28,BOOMBAYAH - Japanese Version,japanese-version
1072,0.821,0.718,6,0.0471,0.00267,0.0,0.0845,0.579,102.924,212600,4,BLACKPINK,2018-03-28,WHISTLE - Japanese Version,whistle-japanese-version
1073,0.666,0.774,4,0.0727,0.0209,0.0,0.197,0.625,97.069,197667,4,BLACKPINK,2018-03-28,PLAYING WITH FIRE - Japanese Version,playing-with-fire-japanese-version
1074,0.589,0.398,1,0.0314,0.587,0.0,0.159,0.427,88.062,231293,4,BLACKPINK,2018-03-28,STAY - Japanese Version,stay-japanese-version
1075,0.768,0.86,8,0.0733,0.141,0.0,0.0603,0.489,125.032,212773,4,BLACKPINK,2018-03-28,AS IF IT’S YOUR LAST - Japanese Version,as-if-your-last-japanese-version
1076,0.837,0.449,1,0.043,0.788,0.0,0.094,0.617,103.01,213067,4,BLACKPINK,2018-03-28,WHISTLE - Acoustic Ver. Japanese Version,whistle-acoustic-japanese-version
1077,0.751,0.867,5,0.0541,0.0279,3.4e-06,0.205,0.521,124.973,241640,4,BLACKPINK,2017-08-29,BOOMBAYAH - Japanese Version,japanese-version
1078,0.821,0.718,6,0.0471,0.00267,0.0,0.0845,0.579,102.924,212600,4,BLACKPINK,2017-08-29,WHISTLE - Japanese Version,whistle-japanese-version
1079,0.666,0.774,4,0.0727,0.0209,0.0,0.197,0.625,97.069,197667,4,BLACKPINK,2017-08-29,PLAYING WITH FIRE - Japanese Version,playing-with-fire-japanese-version
1080,0.589,0.398,1,0.0314,0.587,0.0,0.159,0.427,88.062,231293,4,BLACKPINK,2017-08-29,STAY - Japanese Version,stay-japanese-version
1081,0.768,0.86,8,0.0733,0.141,0.0,0.0603,0.489,125.032,212773,4,BLACKPINK,2017-08-29,AS IF IT’S YOUR LAST - Japanese Version,as-if-your-last-japanese-version
1082,0.838,0.449,1,0.0431,0.788,0.0,0.0947,0.618,102.938,213693,4,BLACKPINK,2017-08-29,WHISTLE - Acoustic Ver. Japanese Version,whistle-acoustic-japanese-version
1083,0.704,0.758,4,0.108,0.044,0.0,0.186,0.663,97.052,197667,4,BLACKPINK,2017-07-20,PLAYING WITH FIRE - KR Ver.,playing-with-fire-kr
1084,0.629,0.421,1,0.0364,0.542,3.56e-06,0.117,0.353,87.939,231307,4,BLACKPINK,2017-07-20,STAY - KR Ver.,stay-kr
1085,0.837,0.462,1,0.0398,0.81,0.0,0.0927,0.665,103.035,213067,4,BLACKPINK,2017-07-20,WHISTLE - (Acoustic Ver.) KR Ver.,whistle-kr
1086,0.815,0.721,11,0.126,0.00588,0.0,0.0932,0.58,102.966,212600,4,BLACKPINK,2017-07-20,WHISTLE - KR Ver.,whistle-kr
1087,0.657,0.85,5,0.0694,0.00264,0.0,0.412,0.375,124.882,241467,4,BLACKPINK,2017-07-20,BOOMBAYAH - KR Ver.,kr
1088,0.783,0.854,8,0.0902,0.0749,0.0,0.0671,0.509,125.005,212760,4,BLACKPINK,2017-07-20,AS IF IT'S YOUR LAST - KR Ver.,as-if-your-last-kr
1089,0.827,0.722,6,0.0945,0.00579,0.0,0.0935,0.589,102.972,212600,4,BLACKPINK,2017-07-20,WHISTLE - KR Ver.,whistle-kr
1090,0.658,0.849,5,0.0613,0.00256,0.0,0.418,0.389,124.933,241467,4,BLACKPINK,2017-07-20,BOOMBAYAH - KR Ver.,kr
1091,0.786,0.852,8,0.0813,0.0687,0.0,0.0759,0.455,125.036,213264,4,BLACKPINK,2017-06-22,As If It's Your Last,as-if-your-last
1092,0.706,0.756,4,0.0845,0.0392,0.0,0.18,0.676,97.098,197289,4,BLACKPINK,2016-11-01,PLAYING WITH FIRE,playing-with-fire
1093,0.63,0.432,1,0.0357,0.551,5.84e-06,0.0962,0.343,87.959,230323,4,BLACKPINK,2016-11-01,STAY,stay
1094,0.844,0.462,1,0.0421,0.804,0.0,0.0923,0.636,102.94,212419,4,BLACKPINK,2016-11-01,WHISTLE - Acoustic Ver.,whistle-acoustic
1095,0.818,0.723,11,0.114,0.00561,0.0,0.0866,0.607,102.945,211632,4,BLACKPINK,2016-08-08,WHISTLE,whistle
1096,0.661,0.836,5,0.059,0.00268,0.0,0.497,0.396,124.952,240793,4,BLACKPINK,2016-08-08,BOOMBAYAH,
1097,0.676,0.729,8,0.132,0.0557,0.0,0.189,0.636,99.929,190560,4,BLACKPINK,2022-10-14,Kiss and Make Up,kiss-and-make-up
1098,0.8,0.771,10,0.123,0.0531,0.0,0.229,0.886,118.991,218476,4,BLACKPINK,2022-10-14,About Damn Time - Purple Disco Machine Remix,about-damn-time-purple-disco-machine-remix
